id,name,unidentified_name_id,identified_name_id,type,is_twohanded,material,weight,inv_gfx_id,grd_gfx_id,item_desc_id,dmg_small,dmg_large,range,safe_enchant,use_royal,use_knight,use_wizard,use_elf,use_darkelf,use_dragonknight,use_illusionist,hit_modifier,dmg_modifier,str,con,dex,int,wis,cha,hp,mp,hpr,mpr,sp,mr,is_haste,double_dmg_chance,weakness_exposure,magic_dmg_modifier,can_be_dmg,min_level,max_level,bless,tradable,deletable,charge_time,expiration_time
33,榮耀之劍,$3790,$3790,sword,0,iron,50000,1871,4759,1807,9,12,1,6,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
34,血紅慾望短劍,$3795,$3795,dagger,0,mithril,20000,1872,3,1812,10,8,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
35,象牙塔單手劍,$3279,$3279,sword,0,iron,40000,2,26,1320,10,10,1,6,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
36,幻象之劍,$1997,$1997,sword,0,iron,40000,932,26,0,10,10,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
37,大馬士革刀,$598,$598,sword,0,iron,45000,298,3,235,10,11,1,6,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
38,拉斯塔巴德長劍,$2903,$2903,sword,0,iron,30000,1335,3422,1076,10,12,1,6,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
39,短刀,$3504,$3504,sword,0,iron,50000,1778,4352,0,10,12,1,6,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
40,血色巨劍,$3864,$3864,twohandsword,1,iron,160000,1918,4979,0,13,15,1,6,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
41,武士刀,$16,$16,sword,0,iron,40000,58,26,0,10,12,1,6,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
42,細劍,$789,$789,sword,0,orichalcum,60000,104,3,0,11,6,1,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
43,海賊彎刀,$3505,$3505,sword,0,orichalcum,60000,1779,4353,1497,11,6,1,6,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
44,古代黑暗妖精之劍,$2772,$2772,sword,0,mithril,20000,1250,3314,1006,12,12,1,6,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
45,波曲王之劍,$428,$428,sword,0,iron,50000,155,355,152,11,12,1,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
46,生命之劍,$1553,$1553,sword,0,iron,40000,58,26,0,11,12,1,9,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
47,沉默之劍,$3110,$3110,sword,0,iron,60000,1511,3733,1198,12,12,1,6,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
48,象牙塔雙手劍,$3280,$3280,twohandsword,1,iron,150000,21,82,1321,15,15,1,6,1,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,\N
49,武官之刃,$3840,$3840,sword,0,iron,120000,1894,4955,0,13,10,1,6,1,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
50,赤焰之劍,$2353,$2353,sword,0,silver,80000,1019,3,790,14,6,1,6,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,\N
51,黃金權杖,$2354,$2354,sword,0,gold,110000,1020,781,791,14,14,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,1,0,\N
52,雙手劍,$3,$3,twohandsword,1,iron,150000,4,59,0,17,21,1,6,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
53,蜥蜴王勇士之劍,$3796,$3796,twohandsword,1,iron,150000,1876,3,1813,17,21,1,6,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
54,失去魔力的克特之劍,$2777,$2777,sword,0,iron,40000,1243,3266,1098,15,11,1,6,1,1,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
55,黑暗之劍,$3863,$3863,sword,0,iron,100000,1917,4978,0,15,12,1,6,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
56,黑燄之劍,$2350,$2350,sword,0,iron,100000,1016,3,787,16,8,1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,\N
57,瑟魯基之劍,$17,$17,sword,0,steel,120000,112,3,0,16,10,1,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
58,死亡騎士的烈炎之劍,$2758,$2758,sword,0,iron,40000,1259,3304,992,16,10,1,6,0,1,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
59,騎士范德之劍,$2859,$2859,twohandsword,1,steel,100000,1181,3131,0,22,28,1,6,0,1,0,0,0,1,0,-1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
60,末日刀,$417,$417,sword,0,iron,50000,58,26,0,16,16,1,6,1,1,1,1,1,0,0,20,120,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,1,0,\N
61,真‧冥皇執行劍,$3834,$3834,twohandsword,1,blackmithril,100000,1945,5002,0,28,33,1,0,0,1,0,0,0,1,0,5,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
62,武官雙手劍,$3839,$3839,twohandsword,1,iron,150000,1893,4954,0,19,23,1,6,0,1,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
63,惡魔之劍,$3375,$3375,sword,0,iron,40000,1720,4317,1411,17,9,1,6,1,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,\N
64,巨劍,$1048,$1048,twohandsword,1,iron,150000,463,3,0,20,17,1,6,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
65,天空之劍,$2253,$2253,sword,0,iron,5000,1010,26,760,17,19,1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,\N
66,屠龍劍,$1020,$1020,twohandsword,1,steel,180000,438,3,0,24,33,1,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
67,古老的巨劍,$1951,$1951,twohandsword,1,iron,70000,897,3,671,27,45,1,-1,1,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,1,1,0,\N
68,古老的劍,$1950,$1950,sword,0,iron,30000,902,26,672,35,20,1,-1,1,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,1,1,0,\N
69,青銅 雙刀,$2458 $2449,$2458 $2449,dualsword,1,iron,20000,1067,2923,862,8,6,1,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1,1,0,\N
70,尖刺雙刀,$3866,$3866,dualsword,1,iron,30000,1920,4981,859,8,8,1,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
71,鋼鐵 雙刀,$2459 $2449,$2459 $2449,dualsword,1,iron,30000,1090,2929,863,10,7,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1,1,0,\N
72,暗影 雙刀,$2460 $2449,$2460 $2449,dualsword,1,iron,30000,1083,2930,859,11,7,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1,1,0,\N
73,象牙塔雙刀,$3286,$3286,dualsword,1,iron,20000,1072,2923,1327,11,8,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,1,0,\N
74,銀光 雙刀,$2454 $2449,$2454 $2449,dualsword,1,silver,20000,1085,2926,849,11,8,1,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1,1,0,\N
75,黑暗 雙刀,$2452 $2449,$2452 $2449,dualsword,1,steel,20000,1072,2925,846,12,8,1,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
76,倫得雙刀,$2759,$2759,dualsword,1,iron,30000,1260,3305,993,12,8,1,6,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1,1,0,\N
77,短 雙刀,$2461 $2449,$2461 $2449,dualsword,1,iron,25000,1088,2924,860,13,8,1,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,1,1,0,\N
78,暗殺軍王之痕,$3860,$3860,dualsword,1,platinum,20000,1914,4975,0,13,13,1,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
79,深淵雙刀,$3791,$3791,dualsword,1,steel,20000,1875,4763,1808,14,10,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
80,大馬士革 雙刀,$2462 $2449,$2462 $2449,dualsword,1,iron,40000,1069,2931,861,15,9,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
81,幽暗 雙刀,$2453 $2449,$2453 $2449,dualsword,1,steel,30000,1064,2927,851,15,10,1,6,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
82,拉斯塔巴德雙刀,$2904,$2904,dualsword,1,iron,40000,1324,3431,1077,15,10,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
83,狄亞得雙刀,$3111,$3111,dualsword,1,iron,40000,1512,3734,1199,15,11,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
84,暗黑雙刀,$2455,$2455,dualsword,1,platinum,40000,1078,2928,854,18,14,1,6,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
85,惡魔雙刀,$3376,$3376,dualsword,1,iron,30000,1785,4362,1412,18,13,1,6,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,1,1,0,\N
86,紅影雙刀,$3836,$3836,dualsword,1,blackmithril,50000,1949,5004,0,30,20,1,0,0,0,0,0,1,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,1,0,\N
87,不為人知的矛,$2760,$2760,spear,1,bone,0,1228,3306,994,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
88,潘的角,$783,$783,spear,0,bone,12000,317,887,0,2,2,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
89,覆上米索莉的角,$791,$791,spear,0,steel,24000,315,887,0,4,4,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
90,巴迪須,$62,$62,spear,1,steel,120000,11,5,0,10,12,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
91,歐西斯之矛,$96,$96,spear,0,steel,30000,100,27,0,4,6,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
92,柴刀,$63,$63,spear,1,steel,120000,13,5,0,10,17,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
93,三叉戟,$102,$102,spear,0,steel,25000,111,77,0,5,4,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
94,帕提森,$87,$87,spear,0,steel,80000,72,5,0,6,6,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
95,槍,$81,$81,spear,0,steel,180000,60,71,0,6,8,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
96,矛,$25,$25,spear,0,steel,80000,98,27,0,6,8,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
97,吉薩,$76,$76,spear,1,steel,80000,48,5,0,12,14,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
98,闊矛,$75,$75,spear,1,steel,75000,45,5,0,12,16,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
99,精靈之矛,$95,$95,spear,0,mithril,30000,99,5,0,7,8,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
100,覆上奧里哈魯根的角,$792,$792,spear,0,orichalcum,55000,316,887,0,7,8,2,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
101,拉斯塔巴德矛,$2906,$2906,spear,0,steel,80000,1333,3432,1080,8,8,2,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,\N
102,露西錘,$83,$83,spear,1,steel,150000,66,5,0,15,17,2,6,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
103,戟,$77,$77,spear,1,steel,150000,50,5,0,16,12,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
104,法丘,$73,$73,spear,1,orichalcum,60000,41,5,0,16,16,2,6,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
105,象牙塔長矛,$3282,$3282,spear,1,steel,100000,98,27,1323,16,17,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
106,貝卡合金,$71,$71,spear,1,steel,100000,38,5,0,17,17,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
107,深紅長矛,$3250,$3250,spear,1,mithril,100000,38,4119,1285,21,21,2,6,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
108,失去魔力的惡魔鐮刀,$2764,$2764,staff,0,bone,1000,1240,3310,998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
109,失去魔力的巴風特魔杖,$2766,$2766,staff,0,bone,1000,1255,3264,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
110,失去魔力的巴列斯魔杖,$2768,$2768,staff,0,bone,1000,1257,3265,1002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
111,失去魔力的冰之女王魔杖,$2754,$2754,staff,0,steel,20000,1239,3262,1094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,\N
112,抗魔精靈短劍,$801,$801,sword,0,mithril,20000,325,26,0,8,8,1,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,1,0,\N
113,敏捷精靈短劍,$802,$802,sword,0,mithril,20000,325,26,347,8,8,1,6,1,1,1,1,1,0,0,0,0,0,0,1,-1,0,0,-15,0,0,0,0,0,0,0,0,0,0,15,0,0,1,1,0,\N
114,威嚴權杖,$4386,$4386,blunt,0,iron,20000,2228,5606,2102,14,16,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,1,0,\N
115,水晶魔杖,$2080,$2080,staff,0,wood,15000,939,75,711,1,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,\N
116,黑法師之杖,$3089,$3089,staff,0,steel,15000,1487,3709,1177,1,1,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,1,0,\N
117,蕾雅魔杖,$3078,$3078,staff,0,wood,15000,1516,3791,1166,1,1,1,6,0,0,1,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,10,-2,0,1,0,0,0,0,0,0,0,1,1,0,\N
118,漆黑水晶球,$3793,$3793,staff,0,steel,15000,1878,773,1810,1,1,1,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,\N
119,惡魔鐮刀,$2991,$2991,staff,0,bone,1000,1240,3310,1095,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,\N
